ngram,count
my fingers,1
my first,2
my grandfather,1
my grandfathers,1
my grandmother,4
my grandmothers,1
my grandparents,1
my hand,2
my handkerchief,1
my hands,1
my hat,1
my head,2
my jacket,1
my journey,1
my knees,1
my leg,1
my long,1
my memory,1
my mind,1
my name,1
my own,1
my papa,3
my pocket,2
my pockets,1
my pony,2
my prayers,1
my quarry,1
my riding-quirt,1
my shadow,1
my shoes,1
my shoulder,2
my sledge,1
my sleigh,1
my snake,1
my spade,1
my supper,1
my throat,1
my tongue,1
myself in,1
myself on,1
myself unless,1
mysteriously separated,1
name We,1
name and,1
name of,1
name she,1
name throughout,1
name thus,1
name was,1
name with,1
names of,1
names were,1
narrow brown,1
narrow shelf,1
native to,1
natural distrust,1
natural resources,1
naturally as,1
near a,1
near him,1
neared Mr,1
nearer and,1
nearer the,1
nearest neighbours,1
nearly a,1
nearly twenty,1
nearly two,1
neat log,1
neatly dressed,1
necessary to,1
neck and,1
needed I,1
neighbours We,2
neighbours When,1
neighbours and,1
neighbours but,1
neighbours came,1
neighbours laughing,1
neighbours lived,1
neighbours there,1
nest for,1
nest in,2
nests down,1
nests underground,1
never afterward,1
never arrived,1
never at,1
never been,2
never before,1
never complained,1
never done,1
never forget,1
never get,2
never go,1
never got,1
never have,2
never heard,1
never know,1
never lifted,1
never looked,1
never remembered,1
never seen,3
never took,1
never wanted,1
never went,1
never were,1
new Bohemian,2
new barn,1
new conditions,1
new country,2
new dollar,1
new face,1
new feeling,1
new owner,1
new place,1
new sound,1
new words,1
new world,1
newsboys offered,1
next day,3
next morning,1
next step,1
next summer,1
next the,1
next time,1
nibbled short,1
nice I,1
nice people,1
nice warm,1
nickel trimmings,1
night There,1
night and,1
night before,2
night drive,1
night he,1
night here,1
night long,1
night that,1
night to,1
night we,1
nightfall I,1
nights as,1
nineteen years,1
no advantages,1
no avenging,1
no better,1
no bigger,1
no creeks,1
no fences,2
no friends,1
no garden,1
no good,2
no hat,1
no hills,1
no idea,2
no lamp,1
no means,1
no moon,1
no plates,1
no proper,1
no purpose,1
no screens,1
no surface,1
no very,1
no wheel,1
no woman,1
nobody Mrs,1
nobody about,1
nodded at,1
nodded consolingly,1
nodding in,1
nodding violently,1
noises and,1
noon with,1
noose around,1
north along,1
north of,1
north to,1
north with,1
nose Well,1
nose down,1
nose set,1
nostrils smarted,1
not But,1
not a,2
not at,2
not be,1
not believe,1
not bite,1
not blow,1
not confirm,1
not consumed,1
not demonstrative,1
not dimmed,1
not expect,1
not go,1
not got,1
not have,1
not hear,1
not know,1
not like,1
not look,2
not make,1
not matter,1
not merely,1
not much,4
not old,1
not one,1
not only,1
not remember,1
not run,1
not satisfied,1
not say,3
not see,2
not shaggy,1
not speak,1
not stir,1
not stop,1
not take,1
not talk,2
not tell,2
not to,3
not touch,1
not very,3
not want,2
not whither,1
not young,1
note Pavel,1
note which,1
notes at,1
nothing The,1
nothing about,1
nothing but,5
nothing else,2
nothing to,2
noticeable about,1
noticed about,1
noticed how,1
noticed was,1
notoriety since,1
now I,1
now The,1
now a,1
now and,1
now from,1
now going,1
now he,1
now his,1
now only,1
now stood,1
numb and,1
obedient While,1
obelisk Once,1
object of,1
occupants rolled,1
ocean the,1
ocean voyage,1
oclock--the east,1
of Austrians,1
of Black,1
of Chinese,1
of Jacob,1
of Jesse,2
of Kings,1
of Krajieks,1
of Mrs,1
of North,1
of November,1
of Russia,1
of Russians,1
of Saturdays,1
of a,14
of advice,1
of amber,1
of an,3
of another,1
of attention,1
of blood,1
of blossoms,2
of bluestem,1
of box-elder,1
of bread,1
of butter,1
of certain,1
of colour,1
of coming,1
of cooking,1
of copper-red,1
of cured,1
of day,1
of defeated,1
of detail,1
of different,1
of distant,1
of dog,1
of dough,1
of earth,1
of evil,1
of fellow,1
of fourteen,1
of fresh,1
of fruit,1
of futurity,1
of geraniums,1
of ghosts,1
of gingerbread,1
of good,1
of green,1
of hard,1
of heaven,1
of her,2
of him,7
of his,16
of imparting,1
of it,4
of it--if,1
of life,1
of light,1
of lightness,1
of little,1
of long,1
of loose,1
of many,1
of melon,1
of men,1
of metal,1
of miles,1
of milk,1
of mind,1
of much,1
of my,2
of nearly,1
of nothing,1
of old,1
of other,1
of our,2
of people,1
of perspiration,1
of pity,1
of potatoes,2
of prairie,1
of pride,1
of quail,1
of quinsy,1
of rattlers,1
of regularity,1
of respect,1
of rich,1
of sadness,1
of sand,1
of sandwiches,1
of shadow,2
of shed,1
of six,1
of sleigh-bells,1
of slimy,1
of snakes,1
of snow,1
of some,1
of something,1
of spirits,1
of stairs,1
of string,1
of subterranean,1
of such,1
of that,3
of the,77
of their,9
of them,12
of these,2
of things,1
of those,3
of time,1
of trees,1
of triumphant,1
of unbroken,1
of undeserved,1
of unusual,1
of us,9
of victory,1
of wagons,1
of watermelons,1
of what,1
of which,2
of whom,1
of wild,1
of winestains,1
of winter,1
of wonderful,1
of words,2
of year,1
of yellow,2
off a,1
off before,1
off by,2
off down,1
off everything,1
off hand,1
off his,1
off into,2
off like,1
off my,1
off on,1
off past,1
off somewhere,1
off the,1
off these,1
off to,1
off toward,2
off with,2
offered him,1
offered my,1
offered to,1
offering me,1
often been,1
often enquired,1
often found,1
often have,1
often large-minded,1
often our,1
often reminded,1
often sick,1
often spoke,1
often thinking,1
oilcloth bundles,1
oilcloth-covered table,1
old Hata,1
old Mr,1
old a,1
old and,3
old beggar,1
old blankets,1
old but,1
old coats,1
old cookstove,1
old corn-knife,1
old country,3
old farm,1
old figure,1
old horses,1
old man,8
old mans,1
old misery,1
old place,1
old portraits,1
old short,1
old songs,1
old stove,1
old that,1
old then,1
old tin,1
older I,1
older and,1
older than,2
oldest son,1
omen for,1
on Antonia,1
on Peters,1
on Presently,1
on With,1
on a,4
on again,1
on and,3
on as,1
on bobs,1
on brown,1
on canvas,1
on carrying,1
on coiling,1
on comfortingly,1
on corncakes,1
on cotton,1
on errands,1
on fine,1
on foot,1
on from,1
on he,1
on her,7
on him,1
on his,5
on in,1
on it,1
on itself,1
on larger,1
on my,4
on one,2
on other,1
on our,2
on quickly,1
on renewing,1
on silver-rimmed,1
on somehow,1
on stroking,1
on tapestries,1
on that,2
on the,55
on their,1
on them,1
on there,1
on through,1
on what,1
on with,1
once have,2
once heard,1
once his,1
once in,1
one English,1
one My,1
one While,1
one afternoon,1
one baby,1
one cheek,1
one could,2
one dont,1
one funny,1
one horse,1
one immediately,1
one it,1
one little,1
one looked,2
one member,1
one of,17
one sometimes,1
one two,1
one was,1
one we,1
one went,1
one who,1
one would,1
one--better than,1
ones wont,1
only a,1
only because,1
only broken,1
only human,1
only interpreter,1
only knew,1
only made,1
only necessary,1
only one,1
only rats,1
only red,1
only rich,1
only sledge,1
only sun,1
only the,1
only thing,1
only three,1
only two,1
only when,1
only wooden,1
onto his,1
onto that,1
oozed from,1
open after,1
open and,2
open before,1
open letting,1
opened a,1
opened it,1
opened my,1
opinions about,1
opinions probably,1
opportunity and,1
opposite me,1
or Bury,1
or Rooshian,1
or a,1
or along,1
or anything,1
or bacon,1
or cake,1
or chicken-house,1
or creek,1
or do,1
or even,2
or fields,1
or followed,1
or from,1
or goodness,1
or less,1
or listening,1
or made,1
or making,1
or of,2
or owl,1
or ran,1
or rubbing,1
or sausage,1
or snakeskins,1
or starting,1
or thirteen,1
or to,2
or trained,1
or trees,1
or two,1
or very,1
or were,2
or what,1
or window-blinds,1
oracular the,1
oranges brass,1
order and,1
orderly and,1
orders to,1
other Bohemian,1
other Grandmother,1
other country--farther,1
other days,1
other for,1
other got,1
other people,1
other side,3
other sledge,1
other things,1
other time,1
other two,1
other was,1
others They,1
others are,1
others carried,1
ought to,1
our Bohemian,1
our German,1
our Pavel,1
our arms,1
our arrival,1
our bench,1
our confidence,1
our corral,1
our door,1
our fingers,1
our fortunes,1
our friend,1
our friends,2
our garden,1
our guard,1
our heads,1
our horses,1
our house,1
our inheritance,1
our kitchen,1
our lunch,1
our nearest,1
our neighbours,2
our new,1
our reading,1
our sitting-room,1
our trunks,1
our visit,1
our wheels,1
ours They,1
ours and,1
ours was,1
out Everything,1
out Hello,2
out I,1
out a,2
out across,1
out again,1
out and,3
out as,1
out before,1
out behind,2
out her,2
out his,1
out hunting,1
out in,5
out into,3
out lightly,1
out like,1
out of,21
out on,1
out over,2
out straight,1
out the,1
out to,4
out together,2
out under,1
out wearing,1
out where,1
out whether,2
out with,2
out-of-doors to,1
outfits His,1
outlaws and,1
outside Then,1
outside door,1
outside mans,1
outwitted someone,1
over I,1
over Jimmys,1
over Mr,1
over Otto,1
over The,1
over When,1
over a,1
over among,1
over and,1
over each,1
over everything,1
over her,3
over his,2
over it,3
over my,1
over our,1
over perhaps,1
over she,2
over that,1
over the,12
over their,1
over them,2
over there,1
over to,5
over us,2
over we,1
over which,1
over with,1
over--wouldnt let,1
overhead Pavel,1
overshoes I,1
overslept Here,1
overtake him,1
overtime and,1
overturned The,1
overturned the,1
overturned with,1
owe rattlers,1
owl eggs,1
owl-feather bed,1
owls It,1
owls had,1
owls house,1
owls which,1
own country,1
own eyes,1
own hands,1
own mother,1
own ripeness,1
own to,1
own village,1
own way,2
owner I,1
oxen They,1
oxen and,1
packed hard,1
packed some,1
page with,1
pages of,1
paid him,1
painful and,1
painfully out,1
painted harmonica,1
pale flaxen,1
pale on,1
pale-yellow cornfields,1
palest frailest,1
palest possible,1
panes and,1
pans had,1
panted as,1
panthers in,1
panting heavily,1
panting on,1
papa find,1
papa fine,1
papa give,1
papa laugh,1
papa play,1
papa sick,1
paper upstairs,1
papery triangular,1
parents of,2
part of,4
parts This,1
parts of,1
party The,1
party been,1
party crossing,1
party set,1
party was,1
party went,2
passed have,1
passenger conductor,1
passengers who,1
past the,2
paste out,1
pastures I,1
patch and,1
patch behind,2
patch of,1
patches of,1
patches several,1
path leaning,1
patiently fighting,1
patted her,1
pattern in,1
pay an,1
pay twenty,1
peck-measure that,1
peculiar pleasure,1
peered about,1
peered at,1
peered down,1
peered over,1
penned him,1
people Another,1
people I,1
people She,1
people among,1
people and,1
people as,1
people had,1
people if,1
people learned,1
people lived,1
people on,1
people stood,1
people were,1
people who,2
perfect gentleman,1
perhaps a,1
perhaps and,1
perhaps by,1
perhaps for,1
perhaps he,1
perhaps ten,1
perplexity for,1
persecution when,1
personal dignity,1
persons It,1
perspiration were,1
persuaded to,1
petted by,1
petulantly I,1
pick up,2
picked late,1
picked them,1
picked up,2
picketed Dude,1
piece from,1
piece of,2
pieces and,1
pies in,1
pies or,1
pies with,1
pig-yards This,1
pigs When,1
pigs and,1
piled straw,1
pillow and,1
pillow grinning,1
pillows There,1
pin While,1
pin and,1
pins and,1
pipe and,1
pipe before,1
pitchfork we,1
piteously as,1
pity for,1
place After,1
place and,2
place by,1
place for,1
place she,1
place where,2
placed this,1
plain of,1
plainly Three,1
plains Nevertheless,1
plains to,1
plan must,1
plant full,1
planted Now,1
plaster laid,1
plastered and,2
plastered with,1
plates and,1
platform encumbered,1
platform in,1
play for,1
play like,1
played a,1
played with,1
playing a,1
pleasant After,1
pleasant smell,1
pleasant there,1
pleased when,1
pleasure At,1
ploughed fire-breaks,1
ploughed ground,1
plum-patch behind,1
plush cap,1
plush seat,1
pneumonia and,1
pocket and,2
pocket opened,1
pockets but,1
pointed into,1
pointed to,4
pointed toward,1
pointed up,2
pointing all,1
pointing behind,1
poison I,1
polished vermilion,1
politics It,1
pond and,1
pond beyond,1
pond on,1
pond or,1
pond something,1
pond was,1
pond with,1
pony The,1
pony all,1
pony and,1
pony down,1
pony to,1
pony under,1
ponys sides,1
pools in,1
poor woman,1
poorly under,1
popped corn,1
populous dog-towns,1
pork from,1
portraits I,1
position when,1
positively the,1
possession of,1
possible gold,1
possum and,1
post-office and,1
post-office came,1
post-office six,1
potatoes We,1
potatoes and,1
potatoes for,1
potatoes over,1
potatoes while,1
pots and,1
pots of,1
pounded his,1
poured hot,1
power and,1
prairie If,1
prairie Occasionally,1
prairie floor,1
prairie scaring,1
prairie the,1
prairie to,2
prairie under,1
prairie was,2
prairie-dog for,1
prairie-dog town,1
prairie-dog-town and,1
prairie-dogs and,1
prayers Grandfather,1
prayers Pavel,1
prayers that,1
preaching at,1
precious Sometimes,1
preparing for,1
presents in,1
pressed it,1
pressing wants,1
pretences I,1
prettier I,1
pretty brown,1
pretty but,1
pretty daughter,1
price of,1
pricked up,1
pride with,1
principal and,1
prisoners bound,1
probably his,1
probably lapped,1
probably lived,1
probably very,1
probably was,1
proceeded to,1
project was,1
promised to,1
proper dugout,1
properly made,1
protected by,1
protected the,1
protecting manner,1
protection of,1
proud of,1
provisions as,1
pudding striped,1
pulled a,1
pulled down,1
pulled him,1
pulled up,1
pumpkin There,1
pumpkin pies,1
pumpkins and,1
pumpkins that,1
puppies We,1
puppies or,1
purchasers when,1
purpose We,1
purse for,1
put away,2
put him,1
put his,1
put on,1
put ripe,1
put the,3
put them,2
quail I,1
quarry was,1
quarter of,2
queer piece,1
questioned me,1
quick and,3
quick-footed and,1
quickening repetitions,1
quickly when,1
quiet pipe,1
quinsy which,1
quite defenceless,1
quite sternly,1
quivering as,1
rabbit and,1
rabbit-skin hats,1
rabbits Antonia,1
rabbits he,1
rabbits or,1
rabbits were,1
raced my,1
raced off,1
races or,1
racing up,1
rage had,1
raged and,1
railway construction,1
railway train,1
railway travel,1
rain Beyond,1
ran about,1
ran across,1
ran into,1
ran like,1
ran out,2
ran out-of-doors,1
ran races,1
ran straight,1
ran the,1
ran to,1
ran up,3
rapidly I,1
rapidly than,1
rapidly to,1
rare in,1
rasping sound,1
rate that,1
rather crushed,1
rather degraded,1
rather shrill,1
rather slight,1
rats and,1
rattled I,1
rattled the,1
rattler ever,1
rattler was,1
rattlers I,1
rattlers a,1
rattlers on,1
rattles It,1
rattles but,1
rattlesnake cane,1
rattlesnakes taught,1
rattlesnakes were,1
rattlesnakes--because they,1
rattling Antonia,1
rattling burry,1
ravine Some,1
ravine looking,1
reach there,1
reached Black,1
reached him,1
reached our,1
reached the,2
read Beyond,1
read The,1
read his,1
read several,1
read so,1
read wrote,1
reading lesson,2
reading lessons,1
ready to,3
reality it,1
realize that,1
realized it,1
realized that,1
rear The,1
rear the,1
rear with,1
reason that,1
rebellious manner,1
reckless and,1
red berries,1
red bugs,1
red coral,1
red die,1
red glow,1
red gold,1
red grass,6
red hillocks,1
red his,1
red like,1
red of,1
red plush,1
red spots--I,1
red-lined overshoes,1
refused to,1
regarded him,1
regular--so sound,1
regularity almost,1
reins and,1
reins clumsily,1
relative of,1
relatives and,1
relatives in,1
relatives to,1
relatives were,1
relief came,1
remark made,1
remember Antonias,1
remember as,1
remember crossing,1
remember exactly,1
remember how,2
remember one,1
remembered I,1
remembered exactly,1
remembered in,1
remembered that,1
remembered these,1
remembered what,1
remind the,1
reminded me,1
remote than,1
renewed his,1
renewing it,1
repeated it,1
repeated the,1
repetitions The,1
repulsed her,1
resented her,1
residue ferment,1
resources could,1
respect for,1
retreating or,1
return We,1
return of,2
rewarded and,1
rhythmically From,1
ribbon across,1
rich copper,1
rich dark,1
rich like,1
rich people,1
rid of,1
ride Dude,1
ride Jake,1
ride on,1
ridge against,1
riding him,1
riding in,1
riding on,1
riding-quirt he,1
right Now,1
right of,1
right smart,1
right up,1
rinds The,1
ring I,1
ring and,1
ring she,1
ring the,1
ringing for,1
rings and,1
ripe cucumbers,1
ripeness with,1
ripple-marks at,1
rise to,1
rivers that,1
road I,1
road They,1
road and,1
road followed,1
road from,1
road ran,1
road smiled,1
road that,3
road the,1
road was,2
roads Fuchs,1
roads always,1
roads had,1
roads to,1
robe Antonia,1
robes and,1
robes into,1
rode along,1
rode away,1
rode north,1
rode on,2
rode over,1
rode up,2
rolled out,1
rolling from,1
roof of,1
room Pavel,1
room scarcely,1
room with,1
rooms were,1
roomy Our,1
rooster His,1
roots hanging,1
roots she,1
rope a,1
rose Pavel,1
rose and,1
rose cautiously,1
rose like,1
rosy and,1
rosy face,1
rough leaves,1
rough red,1
rough shaggy,1
roughened by,1
rougher I,1
round and,1
round that,1
round this,1
rouse the,1
roused me,1
row on,1
rows and,1
rubbed and,1
rubbed himself,1
rubbed it,1
rubbing mutton,1
ruddy grass,1
ruddy windows,1
ruggedly formed,1
rumbled off,1
run In,1
run away,1
run because,1
run but,1
run home,2
run onto,1
run out,1
run over,1
run to,1
run when,1
running I,1
running about,1
running across,1
running out,1
running up,1
rusty little,1
rusty willow,1
sack for,1
sack of,1
sacred of,1
sacrificed to,1
saddles and,1
sadness of,1
safe and,1
sag of,1
said Got,1
said House,1
said I,3
said Otto,1
said Peter,1
said about,1
said again,1
said and,1
said as,1
said cautiously,1
said forgot,1
said good-bye,1
said grandmother,1
said he,5
said little,1
said petulantly,1
said she,1
said sternly,1
said the,2
said they,3
said to,2
said very,1
said was,2
said went,1
said with,1
said you,1
sailed over,1
sale he,1
sale notes,1
sale we,1
same Sunday,1
same as,1
same boat,1
same but,1
same embroidered,1
same reason,1
same time,1
same wine-coloured,1
sand and,1
sand up,1
sandwiches and,1
sang old,1
sang words,1
sank a,1
sank nearer,1
sank there,1
sat and,1
sat around,1
sat at,1
sat down,7
sat erect,1
sat in,2
sat on,1
sat still,1
sat upstairs,1
sat with,1
satisfactory books,1
satisfied and,1
sausage meat,1
save money,1
save trouble,1
saved the,1
saved their,1
saw a,3
saw behind,1
saw him,1
saw his,2
saw it,1
saw me,2
saw nothing,1
saw that,1
saw the,1
saw there,1
say Name,1
say What,1
say anything,1
say is,1
say it,2
say later,1
say my,1
say when,1
says The,1
scar ran,1
scarcely above,1
scarcely approach,1
scarcely daring,1
scarcely larger,1
scarcely read,1
scarcity of,1
scared She,1
scared a,1
scared if,1
scared of,1
scared to,1
scarf of,1
scaring rabbits,1
scattered sunflower,1
schoolhouse I,2
schoolhouse It,1
scolding that,1
score of,1
scowled and,1
scrape when,1
scraped this,1
scratched his,1
scratched the,1
scratched up,1
scratches to,1
scratchy chirp,1
scream She,1
scream for,1
screamed He,1
screamed When,1
screams of,1
screens or,1
scrubbed my,1
scurried underground,1
scurried up,1
sea The,2
searchingly down,1
seasick Antonia,1
seat After,1
seat Antonia,1
seat Pavel,1
seat and,1
seat for,1
seat saw,1
seat with,1
seated at,1
seaweeds when,1
seconds I,1
secret to,1
see Squaw,1
see and,1
see any,1
see anything,1
see but,1
see her,2
see him,1
see his,2
see it,3
see my,1
see no,1
see nothing,2
see one,1
see that,2
see the,6
see them,4
see those,1
see what,3
see where,1
seed as,1
seeds I,1
seem to,1
seemed a,1
seemed as,1
seemed glad,1
seemed heavenly,1
seemed like,1
seemed mild,1
seemed not,1
seemed pleased,1
seemed somehow,1
seemed to,13
seemed very,1
seemed white,1
seen He,1
seen This,1
seen any,1
seen anyone,1
seen before,1
seen ice,1
seen in,1
seen more,1
seen populous,1
seen were,1
selling herbs,1
send about,1
sending me,1
separated from,1
separated her,1
serve as,1
services at,1
set back,1
set in,2
set it,1
set off,1
set out,2
set when,1
setting sun,1
settle down,1
settle like,1
settled down,2
settled myself,1
settlement to,1
settlement where,1
settlers those,1
several Our,1
several Psalms,1
several days,1
several pumpkin,1
several seconds,1
several yards,2
shadow home,1
shadow they,1
shadow we,1
shadows The,1
shadows flitted,1
shadows on,1
shaggy and,1
shaggy grass,1
shaggy hair,1
shaggy head,1
shaggy red,1
shall choose,1
shall have,1
shall never,1
shallow And,1
shallow draw,2
shallow terraces,1
shamefaced all,1
sharp backbone,1
sharp chin,1
sharp smell,1
shattered windmill,1
shavings with,1
shawl tied,1
shawl with,1
shawls they,1
she asked,3
she began,1
she brought,2
she came,6
she can,1
she carried,1
she caught,1
she coaxed,1
she could,3
she did,1
she didnt,1
she distracted,1
she ejaculated,1
she exclaimed,1
she expected,1
she gave,2
she got,1
she had,6
she held,1
she kept,1
she learned,1
she left,1
she lifted,1
she made,2
she managed,1
she meant,1
she must,2
she never,1
she often,1
she played,1
she pointed,1
she proceeded,1
she repeated,2
she rode,1
she said,5
she sang,1
she scraped,1
she shivered,1
she shouted,2
she smiled,1
she sometimes,1
she talked,1
she told,1
she took,1
she wanted,2
she was,16
she waved,1
she went,2
she were,2
she wiped,1
she wore,2
she wrung,1
sheaths that,1
shed thatched,1
sheep-fold down,1
sheet of,1
sheet scarcely,1
sheets and,1
sheik His,1
shelf behind,1
shelf of,1
shelter and,1
sheltered draw-bottom,1
sheltered home,1
sheltered in,1
shelving banks,1
shes as,1
shine in,1
shining groups,1
shining on,1
shining white,1
shirt was,1
shiver of,1
shivered all,1
shivered in,1
shivering beneath,1
shoes and,1
shone into,1
shooing chickens,1
shook grandmothers,1
shook her,2
shook his,1
shook my,1
shook the,2
shook their,1
short and,3
short bow-legged,1
short legs,1
shot looked,1
should go,1
should learn,1
should never,1
should not,1
should ride,1
shoulder He,1
shoulder I,1
shoulder and,3
shoulder dragging,1
shoulder-blades stood,1
shoulders against,1
shoulders but,1
shoulders stooped,1
shouted and,3
shouting and,1
shouting back,1
shouting something,1
show everybody,1
show for,1
show them,1
show us,1
showed like,1
showed me,1
showed us,1
shown us,1
shrewd like,1
shrewd little,1
shrieked and,1
shrieked as,1
shrieking behind,1
shrieks that,1
shrill and,1
shuffled to,1
shut off,1
sick He,1
sick all,2
sick and,1
sick as,1
sick man,1
side I,1
side In,1
side of,3
sides of,1
sides she,1
siding where,1
sighed and,1
sighing and,1
sight Everywhere,1
sight from,1
signed to,1
signs to,1
silence while,1
silent a,1
silk fringes,1
silk scarf,1
sills As,1
silver ring,1
silver spurs,1
silver trees,1
silver-rimmed spectacles,1
simple and,1
since They,1
since he,2
sing For,1
sing for,1
singing and,1
singing its,1
singing through,1
singing when,1
sinister curl,1
sister by,1
sister whom,1
sisters He,1
sit there,1
sitting on,4
sitting up,1
sitting-room window,1
six miles,1
six sledges,1
six to,1
six was,1
size He,1
size in,1
size of,1
skeleton to,1
skilled His,1
skilled workman,1
skin and,1
skin easily,1
skin for,1
skin was,3
skins little,1
skirted a,2
skirts Presently,1
skirts were,1
sky I,1
sky Peter,1
sky She,1
sky and,2
sky became,1
sky blue,1
sky nodding,1
sky over,1
sky then,1
sky was,2
sky were,1
sky when,1
sky with,1
sky-line it,1
sledge He,1
sledge Peter,1
sledge When,1
sledge and,3
sledge drawn,1
sledge from,1
sledge going,1
sledge left,1
sledge overturned,1
sledge the,1
sledge was,2
sledges Peter,1
sledges followed,2
sledges left,1
sleep I,1
sleep III,1
sleep Jimmy,1
sleep but,1
sleep in,1
sleeping curled,1
sleigh at,1
sleigh that,1
sleigh-bells the,1
sleigh-ride It,1
slender and,1
slept with,1
slicked flat,1
slid closer,1
slight man,1
slimy green,1
slipped from,1
slipped it,1
slope against,1
slope that,1
slope was,1
slope with,1
sloped into,1
sloped westward,1
slow shadows,1
slow squadrons,1
slowly He,1
slowly dragging,1
slowly her,1
sly and,1
smart Ambrosch,1
smart little,1
smarted as,1
smartweed soon,1
smears of,1
smell came,1
smell of,3
smelled them,1
smile and,1
smile as,1
smiled and,1
smiled knowingly,1
smiled peered,1
smoked all,1
snake Her,1
snake I,2
snake behind,1
snake he,1
snake home,1
snake hung,1
snake like,2
snake of,1
snake over,1
snake was,1
snake--I was,1
snake-cane wouldnt,1
snakes A,1
snakes could,1
snakeskins The,1
snapped at,1
snatched it,1
snatched the,1
sniffed a,1
snow A,1
snow All,1
snow Presently,1
snow and,1
snow had,1
snow lay,1
snow my,1
snow was,1
snow we,1
snow-white beard,1
snowdrifts--very blue,1
snows penned,1
snub nose,1
snuggled down,1
so I,1
so abruptly,1
so bad,1
so big,2
so brave,1
so bright,1
so cold,1
so conscientiously,1
so deep,1
so dull,1
so easily,1
so far,2
so full,1
so glad,1
so hard,1
so interestingly,1
so long,1
so many,3
so much,3
so often,1
so precious,1
so quick,1
so rare,1
so scared,1
so simple,1
so soft-hearted,1
so strong,1
so sympathetic,1
so that,1
so they,2
so this,1
soap and,1
sobbed Pavel,1
sobbing intervals,1
sober The,1
sociable kind,1
sod We,1
sod chicken-house,1
sod houses,1
sod schoolhouse,3
soft brown,1
soft-hearted that,1
softly The,1
softly in,1
sold em,1
sold off,1
solemnly explained,1
sombre I,1
sombrero hat,1
some German--if,1
some dusky,1
some fashion,1
some ground-cherry,1
some hot,1
some kind,1
some loaves,1
some of,6
some old,1
some provisions,1
some puppies,1
some such,1
somehow and,1
somehow be,1
somehow made,1
somehow or,1
somehow to,1
someone His,1
someone had,1
something She,1
something and,1
something awful,1
something complete,1
something entire,1
something far,1
something from,1
something happened,1
something in,1
something like,2
something or,1
something reckless,1
something strange,1
something that,2
something to,1
sometime before,1
sometimes found,1
sometimes made,1
sometimes took,2
somewhat broken,1
somewhat embarrassed,1
somewhere helping,1
son Ambroz--they,1
son Even,1
son Fuchs,1
songs to,1
soon able,1
soon as,1
soon began,1
soon swimming,1
soon turned,1
sooner I,1
sore how,1
sorghum molasses,1
sorghum patch,1
sorry for,1
sorry trick,1
sort of,4
sound He,1
sound I,1
sound brought,1
sound like,1
sound that,2
sound when,1
sour ashy-grey,1
sour cream,1
sour stuff,1
south to,1
spaces Each,1
spade Ambrosch,1
spade Antonia,1
spade for,1
spade over,1
spade struck,1
spade while,1
spare tall,1
spare themselves,1
sparkle His,1
speak English,1
speak enough,1
special kind,1
spectacles and,1
spending the,1
spilling the,1
spine and,1
spirits behind,1
spirits went,1
split of,1
split the,1
spoke in,1
spoke kindly,2
spoke rapidly,1
spoke to,1
spoke with,1
spoken so,1
spoon Peter,1
spot They,1
spots I,1
spots on,1
spots one,1
spots--I thought,1
sprang in,1
sprang off,1
sprang up,3
sprang upon,1
spray of,1
spread out,1
spreading his,1
spring his,1
spring spring,1
spry that,1
spurs to,1
squadrons around,1
squashes and,2
squatted down,1
squeezed my,1
stage of,1
stage-driver a,1
stage-driver and,1
stags head,1
stairs and,1
stairs into,1
stairway and,2
stake in,1
stalks We,1
stand beside,1
stand right,1
standing in,2
standing opposite,1
star on,1
starlight There,1
starlight was,1
starlit nights,1
stars begin,1
stars grew,1
started off,1
starting homeward,1
starting off,1
starting up,2
states and,1
station he,1
stay anyhow,1
stay up,1
stayed at,1
stealing covert,1
steam and,1
steep drawside,1
steer for,1
steer left,1
steerage stewardess,1
stem Sometimes,1
step would,1
stepped carefully,1
stepped out,1
sternly I,1
sternly Marek,1
stewardess was,1
stick or,1
sticking to,1
sticky and,1
stiff willow,1
stiffly like,1
still all,1
still and,2
still as,1
still be,1
still come,1
still coppery,1
still groping,1
still prettier,1
still see,2
still with,1
stinging lash,1
stir He,1
stirred me,1
stitched in,1
stockings and,1
stole furtive,1
stone wall,1
stood and,1
stood at,1
stood awkwardly,1
stood beside,1
stood holding,1
stood huddled,1
stood looking,2
stood open,1
stood out,2
stood over,1
stood panting,1
stood the,1
stood there,1
stood up,1
stood wide,1
stooped He,1
stooped Two,1
stooped and,1
stop at,1
stop until,1
stopped he,1
stopped--fell away,1
storeroom and,1
storeroom for,1
storeroom too,1
storey and,1
stories about,1
story about,1
story and,1
story as,1
story but,1
story followed,1
story of,1
story with,1
stout hickory,1
stove Bring,1
stove The,1
stove and,3
stove easing,1
stove for,1
stove that,2
stove was,1
straight and,1
straight back,1
straight down,1
straight on,1
straightened himself,1
strain until,1
strained her,1
strained himself,1
strange about,1
strange towns,1
strange uprooted,1
strangest and,1
straw and,2
straw behind,1
straw in,1
straw of,1
straw settled,1
straw under,1
streaks of,1
stream and,1
streets and,1
stretch was,1
stretches of,1
strident but,1
string from,1
strip of,1
striped black,1
striped with,1
stripped and,1
strokes of,1
stroking my,1
strong dusky,1
strong enough,1
strong man,1
strong smell,1
strong that,1
strong woman,1
stronger and,2
strongest antagonist,1
strongly when,1
struck Ambrosch,1
struck him,1
struck me,1
struck now,1
struck out,1
struggle the,1
struggle underground,1
